DOEID,REGIONC,DIVISION,METROMICRO,UATYP10,TYPEHUQ,KWH,KWHSPH,KWHCOL,KWHWTH,KWHRFG,KWHRFG1,KWHRFG2,KWHFRZ,KWHCOK,KWHMICRO,KWHCW,KWHCDR,KWHDWH,KWHLGT,KWHTVREL,KWHTV1,KWHTV2,KWHAHUHEAT,KWHAHUCOL,KWHEVAPCOL,KWHCFAN,KWHDHUM,KWHHUM,KWHPLPMP,KWHHTBPMP,KWHHTBHEAT,KWHNEC,BTUEL,BTUELSPH,BTUELCOL,BTUELWTH,BTUELRFG,BTUELRFG1,BTUELRFG2,BTUELFRZ,BTUELCOK,BTUELMICRO,BTUELCW,BTUELCDR,BTUELDWH,BTUELLGT,BTUELTVREL,BTUELTV1,BTUELTV2,BTUELAHUHEAT,BTUELAHUCOL,BTUELEVAPCOL,BTUELCFAN,BTUELDHUM,BTUELHUM,BTUELPLPMP,BTUELHTBPMP,BTUELHTBHEAT,BTUELNEC,DOLLAREL,DOLELSPH,DOLELCOL,DOLELWTH,DOLELRFG,DOLELRFG1,DOLELRFG2,DOLELFRZ,DOLELCOK,DOLELMICRO,DOLELCW,DOLELCDR,DOLELDWH,DOLELLGT,DOLELTVREL,DOLELTV1,DOLELTV2,DOLELAHUHEAT,DOLELAHUCOL,DOLELEVAPCOL,DOLELCFAN,DOLELDHUM,DOLELHUM,DOLELPLPMP,DOLELHTBPMP,DOLELHTBHEAT,DOLELNEC
14492,1,1,METRO,U,5,6645.585,0,288.767,0,559.401,559.401,0,0,0,19.781,0,0,39.043,1003.243,353,111.657,0,32.175,12.199,0,0,0,0,0,0,0,4337.976,22674.737,0,985.271,0,1908.677,1908.677,0,0,0,67.492,0,0,133.215,3423.066,1204.435,380.974,0,109.783,41.623,0,0,0,0,0,0,0,14801.175,1566.98,0,68.09,0,131.9,131.9,0,0,0,4.66,0,0,9.21,236.56,83.23,26.26,0,7.59,2.88,0,0,0,0,0,0,0,1022.86
14493,1,2,METRO,C,2,12903.935,0,2404.253,0,893.722,893.722,0,673.062,0,71.284,34.102,351.653,0,699.341,2099.221,119.893,54.934,1090.57,131.821,0,1043.131,651.936,521.315,0,0,0,2238.523,44028.226,0,8203.31,0,3049.378,3049.378,0,2296.489,0,243.222,116.357,1199.839,0,2386.152,7162.541,409.075,187.435,3721.026,449.773,0,3559.164,2224.406,1778.728,0,0,0,7637.842,1279.2,0,238.34,0,88.6,88.6,0,66.72,0,7.07,3.38,34.86,0,69.33,208.1,11.87,5.44,108.11,13.07,0,103.41,64.63,51.68,0,0,0,221.91
14494,3,5,METRO,U,5,10320.4,245.537,2200.777,2212.54,627.551,627.551,0,0,190.809,236.689,81.901,918.101,161.278,1693.755,379.051,114.111,0,0,108.799,0,0,0,129.35,0,0,0,1134.261,35213.205,837.773,7509.052,7549.188,2141.205,2141.205,0,0,651.042,807.584,279.448,3132.559,550.279,5779.092,1293.32,389.347,0,0,371.222,0,0,0,441.342,0,0,0,3870.099,1145.93,27.26,244.36,245.67,69.68,69.68,0,0,21.19,26.28,9.09,101.94,17.91,188.07,42.09,12.67,0,0,12.08,0,0,0,14.36,0,0,0,125.94
14495,2,4,MICRO,C,2,13953.147,0,688.849,0,1261.362,219.791,549.54,0,320.406,152.406,78.75,998.111,142.452,3878.819,1901.254,503.931,65.362,627.33,30.977,0,51.406,0,315.022,0,156.205,0,3349.796,47608.137,0,2350.354,0,4303.768,749.926,1875.029,0,1093.224,520.011,268.695,3405.556,486.046,13234.531,6487.079,1719.413,223.015,2140.451,105.693,0,175.396,0,1074.856,0,532.971,0,11429.505,1280.6,0,63.22,0,115.77,20.17,50.44,0,29.41,13.99,7.23,91.61,13.07,355.99,174.49,46.19,5.99,57.58,2.84,0,4.72,0,28.91,0,14.34,0,307.44
14496,2,4,METRO,U,2,6194.133,0,2456.254,0,627.788,627.788,0,0,208.681,30.343,61.4,689.189,38.718,746.684,77.416,52.827,0,382.999,131.782,0,186.738,0,0,0,0,0,556.141,21134.383,0,8380.74,0,2142.014,2142.014,0,0,712.02,103.531,209.498,2351.511,132.107,2547.686,264.142,180.246,0,1306.791,449.638,0,637.151,0,0,0,0,0,1897.554,809.6,0,321.04,0,82.05,82.05,0,0,27.28,3.97,8.03,90.08,5.06,97.59,10.12,6.9,0,50.06,17.22,0,24.41,0,0,0,0,0,72.69
14497,3,5,MICRO,C,1,14929.051,4417.973,584.129,6462.483,240.013,240.013,0,0,0,66.407,54.72,696.883,214.988,410.28,1014.887,551.717,125.916,58.731,18.071,0,0,0,0,0,0,0,689.486,50937.924,15074.122,1993.05,22049.99,818.925,818.925,0,0,0,226.58,186.705,2377.766,733.54,1399.877,3462.796,1882.458,429.625,200.389,61.659,0,0,0,0,0,0,0,2352.526,1556.49,460.61,60.9,673.77,25.02,25.02,0,0,0,6.92,5.71,72.66,22.41,42.78,105.81,57.45,13.11,6.12,1.88,0,0,0,0,0,0,0,71.89
14498,2,3,METRO,U,5,4011.833,331.215,104.067,1436.912,530.157,530.157,0,0,87.684,28.769,0,0,0,177.368,966.218,551.73,222.927,0,0,0,0,0,0,0,0,0,349.443,13688.374,1130.106,355.078,4902.745,1808.895,1808.895,0,0,299.176,98.159,0,0,0,605.178,3296.735,1882.503,760.627,0,0,0,0,0,0,0,0,0,1192.3,751.68,62.06,19.5,269.23,99.33,99.33,0,0,16.43,5.39,0,0,0,33.23,181.04,102.91,41.58,0,0,0,0,0,0,0,0,0,65.47
14499,2,4,METRO,U,3,9028.954,3273.872,588.697,0,701.283,701.283,0,264.599,193.774,143.003,31.926,329.414,66.335,294.439,1485.304,149.95,149.953,414.195,28.88,0,17.245,0,0,0,0,0,1195.988,30806.792,11170.453,2008.635,0,2392.779,2392.779,0,902.812,661.157,487.925,108.932,1123.961,226.333,1004.626,5067.858,511.629,511.64,1413.234,98.539,0,58.839,0,0,0,0,0,4080.711,1193.13,432.63,77.79,0,92.67,92.67,0,34.97,25.61,18.9,4.22,43.53,8.77,38.91,196.28,19.78,19.78,54.73,3.82,0,2.28,0,0,0,0,0,158.04
14500,4,10,METRO,U,2,5002.339,0,1188.187,0,497.157,497.157,0,0,0,20.006,41.191,0,97.046,320.779,340.189,130.252,0,259.282,63.976,0,443.619,0,0,0,0,0,1730.906,17067.98,0,4054.095,0,1696.3,1696.3,0,0,0,68.26,140.543,0,331.122,1094.497,1160.724,444.42,0,884.671,218.286,0,1513.63,0,0,0,0,0,5905.853,991.49,0,235.51,0,98.54,98.54,0,0,0,3.97,8.16,0,19.24,63.58,67.43,25.72,0,51.39,12.68,0,87.93,0,0,0,0,0,343.08
14501,4,9,METRO,U,2,11582.484,0,5335.769,0,1589.952,947.645,642.307,0,0,200.619,147.782,0,318.262,980.349,961.1,191.976,85.216,121.262,277.453,0,19.509,0,0,0,0,0,1630.427,39519.435,0,18205.643,0,5424.915,3233.363,2191.551,0,0,684.512,504.233,0,1085.909,3344.952,3279.274,655.022,290.757,413.745,946.671,0,66.564,0,0,0,0,0,5563.017,1513.91,0,697.42,0,207.82,123.86,83.95,0,0,26.22,19.32,0,41.6,128.14,125.62,25.05,11.12,15.85,36.27,0,2.55,0,0,0,0,0,213.11
14502,4,10,METRO,U,3,4222.492,40.931,475.04,0,678.055,678.055,0,0,218.975,88.834,33.953,0,0,1143.177,800.924,125.497,0,33.962,27.625,0,0,0,0,0,0,0,681.017,14407.143,139.655,1620.836,0,2313.522,2313.522,0,0,747.141,303.103,115.846,0,0,3900.519,2732.754,428.196,0,115.88,94.257,0,0,0,0,0,0,0,2323.631,730.73,7.08,82.21,0,117.34,117.34,0,0,37.89,15.37,5.88,0,0,197.83,138.61,21.63,0,5.88,4.78,0,0,0,0,0,0,0,117.85
14503,4,10,MICRO,R,2,18835.517,6731.357,80.928,6015.242,1584.129,754.318,829.812,451.482,313.044,148.782,51.166,652.864,268.275,860.99,442.199,234.425,0,0,0,0,0,0,0,0,111.643,399.033,724.383,64266.785,22967.391,276.125,20524.005,5405.049,2573.731,2831.317,1540.456,1068.105,507.645,174.58,2227.572,915.355,2937.696,1508.784,799.858,0,0,0,0,0,0,0,0,380.927,1361.5,2471.596,1264.39,451.86,5.43,403.79,106.34,50.64,55.7,30.31,21.01,9.99,3.43,43.83,18.01,57.8,29.68,15.74,0,0,0,0,0,0,0,0,7.49,26.79,48.63
14504,2,3,METRO,R,2,10188.753,0,1019.336,0,1206.438,1070.193,136.244,859.8,223.416,108.831,99.965,1015.686,107.319,1745.323,165.374,86.198,16.057,937.504,59.775,0,0,0,0,0,0,0,2639.985,34764.024,0,3477.976,0,4116.365,3651.5,464.866,2933.639,762.297,371.332,341.082,3465.521,366.172,5955.041,564.256,294.108,54.786,3198.764,203.952,0,0,0,0,0,0,0,9007.628,1295.53,0,129.61,0,153.4,136.08,17.32,109.33,28.41,13.84,12.71,129.15,13.65,221.92,21.03,10.96,2.04,119.21,7.6,0,0,0,0,0,0,0,335.68
14505,2,3,METRO,U,2,7292.914,0,1602.331,0,1372.977,1039.123,333.854,0,0,40.171,8.226,0,67.789,1032.091,1004.609,322.415,37.274,530.151,84.255,0,215.42,0,530.537,0,0,0,804.359,24883.424,0,5467.154,0,4684.598,3545.489,1139.11,0,0,137.062,28.068,0,231.295,3521.493,3427.725,1100.08,127.179,1808.876,287.478,0,735.012,0,1810.191,0,0,0,2744.471,1042.3,0,229,0,196.23,148.51,47.71,0,0,5.74,1.18,0,9.69,147.51,143.58,46.08,5.33,75.77,12.04,0,30.79,0,75.82,0,0,0,114.96
14506,3,7,METRO,U,2,11640.281,1805.74,5042.2,0,573.513,573.513,0,830.865,118.91,69.873,59.071,663.248,0,738.887,332.181,110.779,0,82.667,199.949,0,328.759,0,0,0,0,0,794.419,39716.638,6161.184,17203.985,0,1956.827,1956.827,0,2834.912,405.721,238.407,201.549,2263.001,0,2521.083,1133.401,377.978,0,282.059,682.224,0,1121.726,0,0,0,0,0,2710.558,1265.79,196.36,548.3,0,62.37,62.37,0,90.35,12.93,7.6,6.42,72.12,0,80.35,36.12,12.05,0,8.99,21.74,0,35.75,0,0,0,0,0,86.39
14507,2,4,METRO,U,2,10864.971,1281.496,1923.638,0,1315.6,757.109,558.491,760.376,0,199.222,81.055,0,211.646,767.307,970.081,304.598,140.445,483.447,87.527,0,332.436,1439.205,386.729,0,0,0,625.206,37071.28,4372.464,6563.453,0,4488.828,2583.257,1905.57,2594.403,0,679.746,276.56,0,722.137,2618.051,3309.916,1039.288,479.198,1649.52,298.64,0,1134.273,4910.566,1319.521,0,0,0,2133.203,1132.67,133.6,200.54,0,137.15,78.93,58.22,79.27,0,20.77,8.45,0,22.06,79.99,101.13,31.75,14.64,50.4,9.12,0,34.66,150.04,40.32,0,0,0,65.18
14508,3,5,NONE,R,2,14519.555,1847.831,3496.402,2925.173,484.814,484.814,0,263.924,238.535,78.936,31.794,643.552,94.529,2247.104,811.589,114.434,52.534,32.581,183.636,0,560.544,0,0,0,0,0,578.611,49540.722,6304.8,11929.725,9980.689,1654.184,1654.184,0,900.508,813.88,269.329,108.482,2195.799,322.534,7667.119,2769.143,390.449,179.246,111.166,626.565,0,1912.575,0,0,0,0,0,1974.222,2083.34,265.14,501.68,419.72,69.56,69.56,0,37.87,34.23,11.33,4.56,92.34,13.56,322.43,116.45,16.4,7.53,4.67,26.35,0,80.43,0,0,0,0,0,83.02
14509,3,5,METRO,U,5,4290,519.416,885.459,1220.59,433.921,433.921,0,0,140.854,202.481,0,0,0,201.388,226.117,202.173,0,6.95,39.365,0,0,0,0,0,0,0,413.461,14636,1772.247,3021.186,4164.653,1480.538,1480.538,0,0,480.594,690.865,0,0,0,687.136,771.511,689.814,0,23.713,134.313,0,0,0,0,0,0,0,1410.729,658,79.67,135.81,187.21,66.55,66.55,0,0,21.6,31.06,0,0,0,30.89,34.68,31.01,0,1.07,6.04,0,0,0,0,0,0,0,63.42
14510,1,1,MICRO,R,3,6379.924,0,320.426,1711.794,533.94,533.94,0,0,0,65.116,45.394,582.012,0,1300.805,271.146,83.881,14.497,199.174,16.064,0,16.133,614.593,215.979,0,0,0,487.348,21768.301,0,1093.294,5840.642,1821.805,1821.805,0,0,0,222.175,154.885,1985.826,0,4438.348,925.149,286.202,49.464,679.582,54.809,0,55.045,2096.992,736.919,0,0,0,1662.83,936.9,0,47.06,251.38,78.41,78.41,0,0,0,9.56,6.67,85.47,0,191.03,39.82,12.32,2.13,29.25,2.36,0,2.37,90.25,31.72,0,0,0,71.57
14511,2,3,MICRO,R,2,14558.293,2479.731,1200.972,2525.834,893.634,580.809,312.825,262.718,497.817,137.154,54.201,1092.075,130.94,473.699,3245.722,531.865,844.846,49.989,59.943,0,300.791,0,157.696,0,0,0,995.378,49672.897,8460.842,4097.715,8618.147,3049.078,1981.72,1067.358,896.392,1698.552,467.97,184.935,3726.159,446.767,1616.261,11074.405,1814.723,2882.615,170.563,204.525,0,1026.299,0,538.057,0,0,0,3396.228,1903.46,324.22,157.02,330.25,116.84,75.94,40.9,34.35,65.09,17.93,7.09,142.79,17.12,61.93,424.37,69.45,110.32,6.54,7.84,0,39.33,0,20.62,0,0,0,130.14
14512,2,3,METRO,U,2,9592.571,0,372.924,0,1285.092,975.506,309.586,734.525,566.45,184.395,64.826,828.504,214.387,1562.403,1267.276,218.945,51.284,355.17,19.929,0,355.534,828,240.207,0,0,0,712.949,32729.853,0,1272.417,0,4384.734,3328.428,1056.306,2506.2,1932.726,629.156,221.186,2826.854,731.489,5330.92,4323.947,747.04,174.981,1211.841,67.997,0,1213.081,2825.136,819.588,0,0,0,2432.582,1207.77,0,46.95,0,161.8,122.82,38.98,92.48,71.32,23.22,8.16,104.31,26.99,196.72,159.56,27.57,6.46,44.72,2.51,0,44.76,104.25,30.24,0,0,0,89.76
14513,1,1,METRO,R,2,27064.717,0,1114.574,0,554.547,490.883,63.664,0,304.952,313.719,99.904,1266.123,226.115,3529.518,1246.317,229.843,53.565,519.344,0,0,183.137,758.061,217.833,2054.925,571.947,2063.37,12040.328,92344.813,0,3802.925,0,1892.116,1674.894,217.222,0,1040.498,1070.41,340.873,4320.012,771.505,12042.715,4252.435,784.224,182.764,1772.001,0,0,624.863,2586.504,743.248,7011.405,1951.484,7040.219,41081.6,3457.12,0,142.37,0,70.84,62.7,8.13,0,38.95,40.07,12.76,161.73,28.88,450.84,159.2,29.36,6.84,66.34,0,0,23.39,96.83,27.83,262.49,73.06,263.57,1537.98
14514,2,3,METRO,U,2,7553.039,0,2292.302,0,1127.668,757.229,370.439,0,0,99.527,51.472,0,66.762,1237.451,451.642,190.599,36.49,604.7,141.56,0,472.394,0,437.921,0,0,0,569.642,25770.969,0,7821.334,0,3847.603,2583.667,1263.936,0,0,339.587,175.621,0,227.793,4222.182,1541.001,650.324,124.504,2063.235,483.002,0,1611.807,0,1494.186,0,0,0,1943.617,1077.18,0,326.92,0,160.82,107.99,52.83,0,0,14.19,7.34,0,9.52,176.48,64.41,27.12,5.19,86.24,20.19,0,67.37,0,62.45,0,0,0,81.24
14515,2,3,METRO,U,2,13305.706,0,2254.462,0,1246.402,869.083,377.319,269.233,0,304.469,33.006,0,156.271,1213.853,662.344,115.682,40.334,902.281,121.8,0,423.49,0,230.158,1115.739,550.136,1984.215,1837.845,45399.068,0,7692.225,0,4252.724,2965.311,1287.413,918.623,0,1038.848,112.618,0,533.196,4141.667,2259.918,394.707,137.62,3078.584,415.583,0,1444.95,0,785.298,3806.901,1877.065,6770.142,6270.728,1898.08,0,321.6,0,177.8,123.98,53.83,38.41,0,43.43,4.71,0,22.29,173.16,94.48,16.5,5.75,128.71,17.38,0,60.41,0,32.83,159.16,78.48,283.05,262.17
14516,2,4,NONE,R,2,14504,913.351,909.774,5580.033,1014.641,999.747,14.894,622.35,0,296.449,158.036,0,152.338,1299.071,476.651,88.333,103.601,516.652,45.07,0,310.321,846.788,331.999,0,0,0,1030.475,49487,3116.354,3104.149,19039.073,3461.955,3411.137,50.818,2123.458,0,1011.484,539.219,0,519.777,4432.43,1626.333,301.392,353.487,1762.817,153.779,0,1058.815,2889.241,1132.781,0,0,0,3515.981,1731,109.01,108.58,665.96,121.09,119.32,1.78,74.28,0,35.38,18.86,0,18.18,155.04,56.89,10.54,12.36,61.66,5.38,0,37.04,101.06,39.62,0,0,0,122.98
14517,3,6,METRO,C,2,22769.499,7246.496,6555.356,1497.229,944.035,944.035,0,0,158.699,200.297,14.789,171.263,0,1735.023,271.187,110.711,110.715,135.594,393.777,0,713.402,0,0,0,484.043,1738.305,510.005,77689.529,24725.046,22366.874,5108.546,3221.046,3221.046,0,0,541.479,683.413,50.46,584.348,0,5919.899,925.289,377.746,377.76,462.646,1343.566,0,2434.127,0,0,0,1651.556,5931.096,1740.137,2729.57,868.7,785.85,179.49,113.17,113.17,0,0,19.02,24.01,1.77,20.53,0,207.99,32.51,13.26,13.26,16.25,47.21,0,85.52,0,0,0,58.03,208.39,61.14
14518,2,4,METRO,U,2,9313.441,0,1140.895,0,238.922,238.922,0,564.393,325.452,255.204,42.539,857.913,68.693,2610.394,847.075,370.267,111.627,323.052,48.019,0,95.193,922.056,0,0,0,0,973.641,31777.461,0,3892.733,0,815.202,815.202,0,1925.707,1110.441,870.755,145.143,2927.2,234.382,8906.665,2890.219,1263.351,380.871,1102.254,163.842,0,324.799,3146.056,0,0,0,0,3322.063,999.99,0,122.5,0,25.65,25.65,0,60.6,34.94,27.4,4.57,92.11,7.38,280.28,90.95,39.76,11.99,34.69,5.16,0,10.22,99,0,0,0,0,104.54
14519,2,4,METRO,U,5,4940.994,0,422.522,0,842.583,842.583,0,0,208.876,31.901,40.419,620.974,246.227,203.178,192.455,70.89,0,21.714,17.715,0,0,0,319.656,0,0,0,1772.774,16858.672,0,1441.646,0,2874.894,2874.894,0,0,712.686,108.846,137.908,2118.762,840.128,693.243,656.658,241.877,0,74.087,60.444,0,0,0,1090.666,0,0,0,6048.704,578.09,0,49.43,0,98.58,98.58,0,0,24.44,3.73,4.73,72.65,28.81,23.77,22.52,8.29,0,2.54,2.07,0,0,0,37.4,0,0,0,207.41
14520,1,2,METRO,C,3,5214,0,625.408,0,625.487,625.487,0,0,155.443,69.558,103.104,0,39.726,1859.626,651.416,164.094,30.854,168.805,28.11,0,0,0,0,0,0,0,887.318,17790,0,2133.892,0,2134.162,2134.162,0,0,530.372,237.332,351.791,0,135.545,6345.044,2222.631,559.889,105.274,575.963,95.911,0,0,0,0,0,0,0,3027.529,586,0,70.29,0,70.3,70.3,0,0,17.47,7.82,11.59,0,4.46,209,73.21,18.44,3.47,18.97,3.16,0,0,0,0,0,0,0,99.73
14521,4,10,METRO,R,2,11454,0,0,0,484.433,484.433,0,708.489,0,415.201,27.306,523.759,39.178,2078.086,359.897,85.415,0,275.6,0,0,197.399,2273.71,0,0,559.54,2024.562,1486.839,39080,0,0,0,1652.885,1652.885,0,2417.364,0,1416.666,93.168,1787.066,133.675,7090.429,1227.969,291.436,0,940.347,0,0,673.525,7757.899,0,0,1909.15,6907.806,5073.095,2177,0,0,0,92.07,92.07,0,134.66,0,78.92,5.19,99.55,7.45,394.97,68.4,16.23,0,52.38,0,0,37.52,432.15,0,0,106.35,384.8,282.6
14522,3,5,METRO,U,2,10996.774,770.538,3122.435,1756.421,538.781,538.781,0,0,227.142,392.987,78.277,797.751,0,1212.666,1167.456,864.594,110.076,12.848,149.444,0,395.657,0,0,0,0,0,374.372,37520.994,2629.074,10653.747,5992.907,1838.321,1838.321,0,0,775.008,1340.87,267.081,2721.926,0,4137.618,3983.362,2949.995,375.579,43.836,509.904,0,1349.981,0,0,0,0,0,1277.359,1158.59,81.18,328.97,185.05,56.76,56.76,0,0,23.93,41.4,8.25,84.05,0,127.76,123,91.09,11.6,1.35,15.75,0,41.69,0,0,0,0,0,39.44
14523,4,10,METRO,C,2,10678.393,0,0,0,219.885,219.885,0,1153.874,0,102.107,117.63,0,189.678,641.558,1245.133,189.375,183.285,1178.998,0,0,207.857,0,0,0,0,0,5621.672,36434.676,0,0,0,750.249,750.249,0,3937.02,0,348.389,401.354,0,647.181,2188.995,4248.395,646.148,625.368,4022.74,0,0,709.209,0,0,0,0,0,19181.145,2157.28,0,0,0,44.42,44.42,0,233.11,0,20.63,23.76,0,38.32,129.61,251.55,38.26,37.03,238.18,0,0,41.99,0,0,0,0,0,1135.71
14524,2,3,NONE,C,3,11402.493,0,2408.35,0,731.661,731.661,0,0,100.589,144.213,99.866,1606.696,170.764,699.946,1087.255,571.652,54.531,281.533,77.982,0,247.942,0,163.375,0,0,0,3582.321,38905.305,0,8217.291,0,2496.426,2496.426,0,0,343.211,492.054,340.742,5482.048,582.646,2388.214,3709.715,1950.477,186.06,960.591,266.073,0,845.977,0,557.435,0,0,0,12222.879,1400.43,0,295.79,0,89.86,89.86,0,0,12.35,17.71,12.27,197.33,20.97,85.97,133.53,70.21,6.7,34.58,9.58,0,30.45,0,20.07,0,0,0,439.97
14525,2,3,METRO,C,4,4254.848,0,0,1260.173,578.992,578.992,0,586.622,61.339,57.681,15.04,158.921,0,583.263,264.856,109.721,98.889,96.906,0,0,16.699,0,0,0,0,0,574.356,14517.54,0,0,4299.709,1975.52,1975.52,0,2001.555,209.289,196.808,51.317,542.239,0,1990.095,903.689,374.368,337.409,330.642,0,0,56.976,0,0,0,0,0,1959.702,594.34,0,0,176.03,80.88,80.88,0,81.94,8.57,8.06,2.1,22.2,0,81.47,37,15.26,13.75,13.54,0,0,2.33,0,0,0,0,0,80.23
14526,1,2,METRO,R,2,12615.516,0,405.56,3418.556,748.253,284.547,463.706,315.386,0,68.542,67.412,757.454,122.655,1234.068,903.028,134.693,68.384,423.133,20.985,0,55.835,1252.307,0,1401.916,0,0,1420.427,43044.141,0,1383.772,11664.114,2553.039,970.875,1582.164,1076.097,0,233.865,230.01,2584.431,418.497,4210.639,3081.133,459.573,233.326,1443.73,71.601,0,190.508,4272.87,0,4783.339,0,0,4846.495,2020.25,0,64.95,547.45,119.83,45.57,74.26,50.51,0,10.98,10.8,121.3,19.64,197.62,144.61,21.57,10.95,67.76,3.36,0,8.94,200.54,0,224.5,0,0,227.47
14527,2,3,METRO,C,2,5349.965,0,631.231,0,833.493,833.493,0,0,0,96.141,38.178,0,118.217,1471.628,688.662,211.116,40.362,393.145,33.64,0,27.363,0,0,0,0,0,1018.266,18254.079,0,2153.759,0,2843.879,2843.879,0,0,0,328.034,130.262,0,403.357,5021.195,2349.715,720.328,137.715,1341.412,114.781,0,93.362,0,0,0,0,0,3474.324,751.98,0,88.72,0,117.15,117.15,0,0,0,13.51,5.37,0,16.62,206.85,96.8,29.57,5.65,55.26,4.73,0,3.85,0,0,0,0,0,143.13
14528,4,9,METRO,U,2,14212.821,1142.56,5056.25,1979.237,633.332,633.332,0,0,291.667,156.774,31.302,633.907,150.404,1844.566,434.761,114.263,0,20.606,306.868,0,49.972,0,193.289,0,0,0,1287.326,48494.146,3898.416,17251.925,6753.157,2160.929,2160.929,0,0,995.168,534.915,106.802,2162.889,513.177,6293.66,1483.405,389.865,0,70.307,1047.034,0,170.504,0,659.502,0,0,0,4392.355,1605.85,129.09,571.29,223.63,71.56,71.56,0,0,32.95,17.71,3.54,71.62,16.99,208.41,49.12,12.89,0,2.33,34.67,0,5.65,0,21.84,0,0,0,145.45
14529,1,2,METRO,U,2,6410,0,3016.12,0,541.928,541.928,0,0,0,60.941,8.296,0,32.163,463.824,772.203,198.56,72.813,141.063,131.031,0,57.686,0,0,0,0,0,1184.745,21870.92,0,10291.003,0,1849.058,1849.058,0,0,0,207.929,28.305,0,109.741,1582.568,2634.757,677.487,248.438,481.307,447.078,0,196.825,0,0,0,0,0,4042.351,1096.83,0,516.1,0,92.73,92.73,0,0,0,10.43,1.42,0,5.5,79.37,132.13,33.98,12.46,24.14,22.42,0,9.87,0,0,0,0,0,202.73
14530,3,6,NONE,R,2,17642.239,5678.661,3202.71,3397.371,217.4,217.4,0,0,514.077,99.677,81.37,828.344,63.13,2062.888,357.169,207.18,14.59,99.615,161.889,0,555.062,0,0,0,0,0,322.878,60195.321,19375.59,10927.645,11591.829,741.77,741.77,0,0,1754.03,340.097,277.635,2826.311,215.398,7038.575,1218.659,706.898,49.781,339.886,552.365,0,1893.871,0,0,0,0,0,1101.66,1723.74,554.84,312.92,331.94,21.24,21.24,0,0,50.23,9.74,7.95,80.93,6.17,201.56,34.9,20.22,1.42,9.73,15.82,0,54.23,0,0,0,0,0,31.55
14531,2,3,METRO,R,2,6104.067,573.061,527.003,0,838.778,434.557,202.135,264.176,0,29.702,38.072,487.596,66.168,740.755,1011.246,129.402,110.146,353.24,27.233,0,86.93,341.616,0,0,0,0,718.491,20827.075,1955.284,1798.135,0,2861.91,1482.708,689.685,901.367,0,101.343,129.902,1663.677,225.764,2527.457,3450.372,441.52,375.818,1205.254,92.92,0,296.606,1165.593,0,0,0,0,2451.493,866.48,81.35,74.81,0,119.07,61.69,28.69,37.5,0,4.22,5.4,69.21,9.39,105.15,143.55,18.37,15.64,50.14,3.87,0,12.34,48.49,0,0,0,0,101.99
14532,3,5,METRO,U,2,8640.887,0,1635.67,4362.162,389.324,389.324,0,0,244.769,29.72,28.735,326.288,0,157.931,1167.703,213.197,523.621,0,0,0,0,0,0,0,0,0,298.584,29482.706,0,5580.908,14883.696,1328.375,1328.375,0,0,835.152,101.404,98.044,1113.294,0,538.862,3984.203,727.428,1786.595,0,0,0,0,0,0,0,0,0,1018.768,1028.35,0,194.66,519.14,46.33,46.33,0,0,29.13,3.54,3.42,38.83,0,18.8,138.97,25.37,62.32,0,0,0,0,0,0,0,0,0,35.53
14533,1,1,METRO,U,2,9770.966,0,3192.454,0,224.015,224.015,0,445.898,0,144.475,35.474,718.758,0,278.364,1093.244,315.898,54.336,747.746,151.353,0,899.092,0,0,0,0,0,1840.09,33338.534,0,10892.654,0,764.341,764.341,0,1521.403,0,492.949,121.036,2452.403,0,949.78,3730.149,1077.844,185.394,2551.309,516.418,0,3067.703,0,0,0,0,0,6278.388,2610.13,0,852.8,0,59.84,59.84,0,119.11,0,38.59,9.48,192,0,74.36,292.04,84.39,14.51,199.75,40.43,0,240.18,0,0,0,0,0,491.55
14534,2,4,NONE,R,2,23615.725,12258.906,885.061,3255.962,590.585,590.585,0,1083.719,217.787,198.124,127.595,1617.659,66.322,680.747,183.585,60.393,89.263,235.851,43.506,0,429.48,1031.407,0,0,0,0,709.43,80576.853,41827.386,3019.828,11109.344,2015.075,2015.075,0,3697.648,743.088,675.999,435.355,5519.453,226.289,2322.709,626.391,206.061,304.565,804.722,148.444,0,1465.387,3519.16,0,0,0,0,2420.576,2407.01,1249.47,90.21,331.86,60.19,60.19,0,110.46,22.2,20.19,13,164.88,6.76,69.38,18.71,6.15,9.09,24.04,4.43,0,43.77,105.12,0,0,0,0,72.31
14535,2,3,MICRO,R,2,8450.705,0,1305.455,0,981.303,214.296,382.002,901.466,0,30.237,49.465,0,0,415.513,245.422,132.604,0,447.349,0,0,0,0,168.783,0,0,0,3905.711,28833.805,0,4454.213,0,3348.206,731.179,1303.39,3075.802,0,103.169,168.773,0,0,1417.729,837.381,452.445,0,1526.356,0,0,0,0,575.887,0,0,0,13326.288,1347.98,0,208.23,0,156.53,34.18,60.93,143.79,0,4.82,7.89,0,0,66.28,39.15,21.15,0,71.36,0,0,0,0,26.92,0,0,0,623
